341
1124
128;46;63;106.02
129;46;64;152.12
130;47;27;79.16
131;48;47;116.02
132;48;49;108.05
133;48;66;136.52
134;49;29;108.12
135;49;48;108.05
136;49;50;93.01
137;50;16;238.70
138;50;30;147.37
139;50;51;112.84
140;50;66;131.44
141;50;67;118.12
142;51;50;112.84
143;51;52;111.19
144;52;30;139.85
145;52;51;111.19
146;52;53;216.75
147;52;69;109.15
148;53;32;164.23
149;53;33;113.38
150;53;70;160.55
151;53;71;90.41
152;54;34;114.04
153;54;55;98.97
154;55;34;152.99
155;55;35;100.12
156;55;36;148.42
157;55;56;128.78
158;55;72;151.06
159;55;74;138.60
160;56;36;103.17
161;56;74;97.49
162;57;36;130.79
163;57;76;155.18
164;58;41;95.96
165;58;42;138.38
166;58;78;165.95
167;58;79;98.76
168;59;42;104.12
169;59;60;99.06
170;59;80;95.01
171;60;44;136.24
172;60;59;99.06
173;60;61;106.47
174;60;80;150.84
175;61;82;105.74
176;62;45;110.25
177;62;46;153.50
178;62;82;145.95
179;62;83;112.22
180;63;46;106.02
181;63;64;106.05
182;63;84;112.53
183;64;46;152.12
184;64;47;103.04
185;64;63;106.05
186;65;48;110.00
187;65;64;109.37
188;65;66;108.11
189;66;48;136.52
190;66;49;98.29
191;66;50;131.44
192;66;86;151.01
193;67;66;111.70
194;67;68;106.26
195;68;50;144.96
196;68;67;106.26
197;68;69;104.48
198;69;68;104.48
199;69;89;101.00
200;70;53;160.55
201;70;69;91.05
202;71;53;90.41
203;71;70;115.92
204;71;91;120.43
205;72;54;91.41
206;72;73;130.81
207;72;92;110.69
208;72;93;164.83
209;73;55;100.42
210;73;72;130.81
211;73;93;120.90
212;74;55;138.60
213;74;56;97.49
214;74;73;83.10
215;74;93;158.26
216;74;94;119.90
217;74;95;160.55
218;75;57;105.31
219;75;74;118.77
220;75;76;97.03
221;75;95;117.27
222;76;38;188.48
223;76;75;97.03
224;76;95;154.96
225;76;96;113.03
226;76;97;152.50
227;77;39;194.40
228;77;76;109.17
229;77;78;112.71
230;78;40;221.11
231;78;79;116.06
232;78;97;152.07
233;78;98;132.69
234;78;112;186.43
235;79;58;98.76
236;79;78;116.06
237;79;80;119.54
238;79;98;114.66
239;80;79;119.54
240;80;81;104.48
241;80;98;158.22
242;80;114;197.05
243;81;80;104.48
244;81;82;97.39
245;81;115;224.45
246;82;61;105.74
247;82;62;145.95
248;82;81;97.39
249;82;83;95.84
250;82;116;194.06
251;83;62;112.22
252;83;82;95.84
253;83;84;109.74
254;84;62;141.14
255;84;85;87.05
256;84;117;245.22
257;85;64;102.04
258;85;84;87.05
259;85;86;133.22
260;86;64;179.49
261;86;65;123.42
262;86;99;94.88
263;86;100;147.39
264;86;117;303.69
265;87;66;120.25
266;87;86;85.08
267;87;100;109.50
268;88;66;158.68
269;88;67;78.06
270;88;87;131.05
271;88;89;202.71
272;88;100;168.94
273;88;101;127.28
274;88;102;154.75
275;89;68;161.31
276;89;69;101.00
277;89;70;132.14
278;89;88;202.71
279;89;90;118.05
280;89;102;150.66
281;89;103;113.43
282;89;104;152.42
283;90;89;118.05
284;90;104;100.98
285;91;71;120.43
286;91;90;96.67
287;92;72;110.69
288;92;93;107.90
289;92;106;96.81
290;93;74;158.26
291;93;92;107.90
292;93;94;107.72
293;93;106;124.02
294;93;107;88.72
295;93;108;140.11
296;94;93;107.72
297;94;95;103.24
298;95;74;160.55
299;95;75;117.27
300;95;94;103.24
301;95;96;90.99
302;95;108;146.42
303;95;109;113.12
304;95;110;132.24
305;96;95;90.99
306;96;110;96.67
307;97;76;152.50
308;97;77;113.32
309;97;78;152.07
310;97;110;135.04
311;97;111;85.61
312;97;112;137.00
313;98;78;132.69
314;98;79;114.66
315;98;80;158.22
316;98;112;148.33
317;99;100;95.03
318;99;119;95.34
319;100;88;168.94
320;100;101;87.87
321;100;119;140.59
322;100;121;129.96
323;101;100;87.87
324;101;121;86.95
325;102;88;154.75
326;102;89;150.66
327;102;122;149.16
328;103;89;113.43
329;103;122;98.10
330;104;89;152.42
331;104;90;100.98
332;104;91;147.28
333;104;103;93.06
334;104;122;137.70
335;104;123;107.18
336;104;124;144.31
337;105;91;89.91
338;105;104;110.29
339;105;124;96.99
340;106;125;160.60
341;106;137;218.80
342;107;106;86.02
343;107;108;114.78
344;107;125;113.89
345;108;93;140.11
346;108;94;110.09
347;108;109;113.97
348;108;125;153.38
349;108;139;218.67
350;108;141;307.31
351;109;108;113.97
352;109;110;111.76
353;110;95;132.24
354;110;96;96.67
355;110;111;103.01
356;111;97;85.61
357;111;110;103.01
358;111;112;115.87
359;112;98;148.33
360;112;113;97.01
361;112;126;105.14
362;112;127;163.50
363;113;98;100.00
364;113;112;97.01
365;113;127;129.69
366;114;80;197.05
367;114;98;147.40
368;114;113;115.92
369;114;115;93.04
370;114;128;108.05
371;115;81;224.45
372;115;116;115.87
373;116;115;115.87
374;117;84;245.22
375;117;86;303.69
376;117;116;211.95
377;117;118;110.25
378;117;129;72.60
379;118;117;110.25
380;119;100;140.59
381;119;118;101.99
382;119;130;153.61
383;119;131;102.51
384;120;100;99.61
385;120;119;105.69
386;120;121;110.73
387;121;100;129.96
388;121;101;86.95
389;121;102;134.42
390;121;120;110.73
391;121;134;141.36
392;122;103;98.10
393;122;104;137.70
394;122;121;211.99
395;122;123;109.61
396;122;134;140.91
397;122;135;102.62
398;123;104;107.18
399;123;122;109.61
400;123;124;103.59
401;123;136;85.06
402;124;104;144.31
403;124;105;96.99
404;124;123;103.59
405;124;136;145.85
406;125;106;160.60
407;125;108;153.38
408;125;137;150.60
409;125;139;158.80
410;126;127;99.54
411;126;143;106.08
412;127;126;99.54
413;127;145;154.44
414;128;114;108.05
415;128;127;116.44
416;128;145;141.04
417;129;117;72.60
418;129;130;102.83
419;129;147;109.08
420;130;118;111.31
421;130;119;153.61
422;130;131;116.73
423;130;148;95.61
424;131;119;102.51
425;131;130;116.73
426;131;132;99.50
427;131;149;109.77
428;132;119;158.16
429;132;120;105.78
430;132;150;102.11
431;132;151;145.66
432;133;121;115.54
433;133;132;95.81
434;133;134;95.43
435;133;151;103.26
436;134;121;141.36
437;134;122;140.91
438;134;133;95.43
439;134;135;111.32
440;134;153;162.57
441;135;153;108.13
442;136;122;134.98
443;136;123;85.06
444;136;154;127.57
445;137;106;218.80
446;137;138;116.88
447;137;156;109.42
448;138;125;115.58
449;138;137;116.88
450;138;157;79.71
451;139;108;218.67
452;139;125;158.80
453;139;138;118.65
454;139;159;139.51
455;140;139;101.54
456;140;141;112.02
457;141;110;216.60
458;141;142;94.10
459;141;160;155.46
460;141;175;236.54
461;142;160;106.26
462;143;126;106.08
463;143;142;106.32
464;143;144;102.18
465;143;178;294.78
466;144;127;86.64
467;144;143;102.18
468;144;145;101.64
469;145;144;101.64
470;145;146;204.45
471;146;116;210.37
472;146;145;204.45
473;146;163;121.98
474;147;129;109.08
475;147;130;147.13
476;147;146;199.01
477;147;148;99.07
478;147;180;295.83
479;147;182;206.06
480;148;130;95.61
481;148;147;99.07
482;148;149;110.17
483;149;131;109.77
484;149;148;110.17
485;149;150;117.02
486;149;165;114.56
487;150;132;102.11
488;150;149;117.02
489;150;151;107.08
490;150;166;101.99
491;151;132;145.66
492;151;133;103.26
493;151;134;152.98
494;151;150;107.08
495;151;152;93.09
496;152;151;93.09
497;152;153;107.65
498;152;168;106.68
499;153;134;162.57
500;153;136;139.45
501;153;154;102.45
502;153;168;176.54
503;153;169;116.75
504;153;170;143.39
505;154;136;127.57
506;154;155;123.49
507;154;170;71.74
508;155;124;214.11
509;155;136;166.19
510;155;154;123.49
511;156;157;112.35
512;157;138;79.71
513;157;139;127.61
514;157;156;112.35
515;157;158;108.23
516;157;171;169.33
517;157;172;113.44
518;158;139;113.42
519;158;157;108.23
520;158;173;91.79
521;159;139;139.51
522;159;140;94.95
523;159;174;97.70
524;159;175;166.20
525;160;141;155.46
526;160;142;106.26
527;160;143;152.44
528;160;176;92.84
529;160;177;145.70
530;161;145;77.06
531;161;178;103.01
532;162;145;129.04
533;162;161;102.05
534;162;163;111.71
535;163;146;121.98
536;163;162;111.71
537;163;180;79.61
538;164;147;149.02
539;164;148;95.99
540;164;183;117.02
541;164;184;142.94
542;165;149;114.56
543;165;166;108.00
544;166;150;101.99
545;166;165;108.00
546;166;185;102.96
547;167;151;105.21
548;167;166;108.37
549;167;186;101.39
550;168;151;142.07
551;168;153;176.54
552;168;167;95.93
553;168;169;110.52
554;168;186;125.70
555;168;187;92.34
556;168;188;155.56
557;169;168;110.52
558;170;153;143.39
559;170;154;71.74
560;170;190;162.16
561;171;156;121.70
562;171;157;169.33
563;171;172;111.82
564;171;191;130.11
565;171;197;208.09
566;172;157;113.44
567;172;173;102.21
568;173;172;102.21
569;173;191;140.82
570;174;159;97.70
571;174;173;103.98
572;174;175;126.25
573;174;192;127.72
574;175;141;236.54
575;175;159;166.20
576;175;160;148.38
577;175;174;126.25
578;175;176;89.58
579;175;192;170.91
580;175;193;129.67
581;176;160;92.84
582;176;177;102.59
583;176;193;102.90
584;177;143;211.01
585;177;160;145.70
586;177;176;102.59
587;177;178;209.11
588;177;193;139.43
589;178;143;294.78
590;178;177;209.11
591;178;179;117.29
592;178;195;105.38
593;179;178;117.29
594;179;204;204.18
595;180;147;295.83
596;180;162;132.32
597;180;163;79.61
598;180;179;101.47
599;180;205;218.35
600;181;180;125.92
601;181;182;95.96
602;182;147;206.06
603;182;181;95.96
604;182;183;100.99
605;182;207;222.87
606;183;182;100.99
607;183;208;199.91
608;184;164;142.94
609;184;165;90.09
610;184;183;97.81
611;184;185;111.85
612;185;184;111.85
613;185;186;102.01
614;186;167;101.39
615;186;168;125.70
616;186;185;102.01
617;186;187;101.05
618;186;196;136.56
619;186;210;200.29
620;187;168;92.34
621;187;186;101.05
622;187;188;100.72
623;188;169;110.32
624;188;189;108.15
625;188;212;211.21
626;188;214;277.42
627;189;170;122.96
628;190;155;219.79
629;190;170;162.16
630;190;189;105.08
631;190;214;187.34
632;191;171;130.11
633;191;173;140.82
634;191;198;172.70
635;192;173;137.27
636;192;174;127.72
637;192;198;131.61
638;192;199;119.11
639;192;200;165.66
640;193;175;129.67
641;193;176;102.90
642;193;177;139.43
643;193;200;154.47
644;193;201;119.61
645;193;202;130.70
646;194;177;86.33
647;194;202;97.33
648;195;178;105.38
649;195;194;214.01
650;195;203;117.15
651;196;184;161.17
652;196;186;136.56
653;196;210;135.48
654;197;171;208.09
655;197;191;164.63
656;197;198;203.12
657;197;230;171.00
658;197;232;288.02
659;198;173;214.92
660;198;191;172.70
661;198;197;203.12
662;198;199;90.80
663;198;215;90.05
664;199;192;119.11
665;199;198;90.80
666;199;200;118.40
667;200;175;202.06
668;200;192;165.66
669;200;199;118.40
670;200;201;98.97
671;200;216;140.02
672;200;217;92.09
673;201;193;119.61
674;201;200;98.97
675;201;202;115.01
676;202;203;235.19
677;203;195;117.15
678;203;204;80.66
679;203;218;117.52
680;203;219;137.01
681;204;179;204.18
682;204;203;80.66
683;204;205;100.15
684;205;180;218.35
685;205;206;118.98
686;206;181;211.90
687;206;205;118.98
688;206;207;121.08
689;206;221;105.01
690;207;182;222.87
691;207;206;121.08
692;207;208;102.74
693;207;221;156.33
694;207;223;135.18
695;208;183;199.91
696;208;207;102.74
697;208;209;104.63
698;209;184;231.29
699;209;196;148.64
700;209;210;193.15
701;209;224;120.77
702;210;186;200.29
703;210;196;135.48
704;210;209;193.15
705;210;211;112.73
706;210;226;171.75
707;211;226;96.67
708;212;211;115.80
709;212;213;108.00
710;212;226;145.69
711;212;227;106.94
712;213;214;95.99
713;213;228;110.16
714;214;213;95.99
715;214;229;144.31
716;215;216;117.73
717;215;232;99.28
718;216;198;146.40
719;216;200;140.02
720;216;215;117.73
721;216;217;94.87
722;216;233;141.65
723;217;216;94.87
724;217;233;121.12
725;218;219;115.92
726;219;203;137.01
727;219;220;111.57
728;219;238;138.67
729;220;205;104.24
730;220;219;111.57
731;220;238;119.05
732;221;207;156.33
733;221;239;106.49
734;222;207;95.52
735;222;223;104.24
736;223;207;135.18
737;223;224;109.12
738;223;242;152.39
739;224;223;109.12
740;224;225;204.88
741;224;242;83.70
742;225;210;121.68
743;225;224;204.88
744;226;210;171.75
745;226;212;145.69
746;226;243;156.45
747;226;244;110.00
748;227;245;108.00
749;228;212;148.16
750;228;227;105.05
751;228;229;107.21
752;228;246;89.35
753;229;214;144.31
754;229;228;107.21
755;229;247;99.45
756;230;231;116.72
757;230;248;114.40
758;231;230;116.72
759;231;232;115.08
760;231;249;96.13
761;232;197;288.02
762;232;215;99.28
763;232;216;152.48
764;232;231;115.08
765;232;233;203.69
766;232;249;167.63
767;232;250;115.62
768;233;216;141.65
769;233;234;118.43
770;234;233;118.43
771;234;235;105.49
772;234;251;123.12
773;235;202;233.19
774;235;251;134.98
775;235;263;187.68
776;236;218;91.18
777;236;235;209.21
778;236;265;211.79
779;237;236;110.73
780;237;238;112.21
781;237;266;205.87
782;238;219;138.67
783;238;220;119.05
784;238;221;134.04
785;238;237;112.21
786;238;252;101.40
787;239;221;106.49
788;239;238;111.99
789;239;240;85.70
790;240;222;124.74
791;240;239;85.70
792;240;241;120.06
793;240;253;119.00
794;241;240;120.06
795;241;242;114.97
796;241;270;218.17
797;242;224;83.70
798;242;241;114.97
799;242;271;195.83
800;243;225;126.06
801;243;242;192.37
802;243;244;108.75
803;243;255;131.53
804;243;256;152.73
805;243;273;192.91
806;244;226;110.00
807;244;243;108.75
808;244;245;108.44
809;244;256;103.90
810;245;226;150.88
811;245;244;108.44
812;245;246;96.84
813;245;256;139.00
814;245;275;196.56
815;246;228;89.35
816;247;228;163.41
817;247;229;99.45
818;247;246;114.34
819;247;276;201.23
820;248;230;114.40
821;248;249;99.20
822;248;257;120.93
823;249;230;152.74
824;249;248;99.20
825;249;250;119.53
826;249;257;165.40
827;249;259;166.22
828;250;232;115.62
829;250;249;119.53
830;250;259;107.00
831;251;234;123.12
832;251;235;134.98
833;251;261;147.24
834;252;238;101.40
835;252;253;112.32
836;252;267;125.28
837;253;240;119.00
838;253;254;113.30
839;253;267;172.11
840;254;240;108.84
841;254;253;113.30
842;254;269;70.03
843;255;242;143.76
844;255;271;143.49
845;255;273;149.35
846;256;273;153.66
847;256;275;148.61
848;257;248;120.93
849;257;258;115.93
850;257;277;92.37
851;258;249;128.13
852;258;257;115.93
853;258;259;107.06
854;259;249;166.22
855;259;260;103.09
856;259;278;133.49
857;259;280;144.68
858;260;259;103.09
859;260;261;112.28
860;260;280;91.26
861;261;233;205.01
862;261;251;147.24
863;261;260;112.28
864;261;280;147.92
865;261;281;132.78
866;262;251;106.39
867;262;261;96.91
868;262;263;111.70
869;263;262;111.70
870;263;264;111.13
871;263;281;142.21
872;263;283;152.77
873;264;265;76.33
874;265;235;286.14
875;265;264;76.33
876;265;266;122.51
877;265;284;102.64
878;265;285;148.12
879;266;237;205.87
880;266;265;122.51
881;266;267;103.99
882;266;285;110.00
883;267;252;125.28
884;267;253;172.11
885;267;266;103.99
886;267;268;98.90
887;268;267;98.90
888;268;269;122.95
889;269;254;70.03
890;269;287;124.13
891;269;288;155.43
892;270;241;218.17
893;270;269;94.06
894;270;271;113.42
895;271;242;195.83
896;271;255;143.49
897;271;270;113.42
898;271;272;101.04
899;271;288;173.33
900;271;289;116.75
901;272;271;101.04
902;272;273;107.54
903;272;290;129.38
904;273;243;192.91
905;273;256;153.66
906;273;272;107.54
907;273;290;151.70
908;273;291;125.42
909;273;311;285.47
910;274;256;108.19
911;274;273;107.93
912;274;275;106.80
913;275;256;148.61
914;275;274;106.80
915;275;276;206.01
916;276;247;201.23
917;276;275;206.01
918;276;293;118.17
919;277;278;95.90
920;277;294;94.34
921;278;257;144.69
922;278;259;133.49
923;278;277;95.90
924;278;279;111.30
925;278;294;148.48
926;279;259;85.34
927;279;296;128.33
928;280;260;91.26
929;280;261;147.92
930;280;297;99.57
931;280;298;152.21
932;281;298;156.03
933;281;300;163.73
934;282;263;90.79
935;282;283;100.85
936;282;300;130.00
937;283;263;152.77
938;283;264;92.08
939;283;282;100.85
940;283;284;102.02
941;283;302;131.91
942;284;265;102.64
943;284;285;107.11
944;284;302;83.75
945;285;265;148.12
946;285;266;110.00
947;285;284;107.11
948;285;303;117.78
949;285;304;170.90
950;286;267;99.01
951;286;285;107.25
952;286;304;110.76
953;287;288;97.39
954;287;306;98.98
955;288;269;155.43
956;288;271;173.33
957;288;289;108.86
958;288;306;137.45
959;288;308;140.24
960;289;271;116.75
961;289;288;108.86
962;289;290;114.14
963;289;308;109.24
964;290;272;129.38
965;290;289;114.14
966;290;291;99.79
967;290;309;83.02
968;291;273;125.42
969;291;310;106.09
970;292;275;108.99
971;292;293;204.67
972;293;276;118.17
973;293;292;204.67
974;293;312;89.00
975;294;277;94.34
976;294;278;148.48
977;294;295;116.66
978;294;313;112.35
979;294;314;169.93
980;295;294;116.66
981;295;314;125.73
982;296;278;151.99
983;296;280;162.68
984;296;295;96.05
985;296;297;120.00
986;297;280;99.57
987;297;296;120.00
988;297;298;106.29
989;298;261;205.15
990;298;280;152.21
991;298;297;106.29
992;298;299;111.47
993;298;316;159.55
994;299;300;114.35
995;299;332;218.26
996;300;281;163.73
997;300;282;130.00
998;300;301;91.49
999;300;318;83.70
1000;301;283;97.08
1001;301;300;91.49
1002;301;302;110.33
1003;302;283;131.91
1004;302;284;83.75
1005;302;303;112.31
1006;302;319;106.36
1007;303;285;117.78
1008;303;304;119.13
1009;304;285;170.90
1010;304;286;110.76
1011;304;303;119.13
1012;304;305;90.97
1013;304;320;83.85
1014;305;268;184.24
1015;305;304;90.97
1016;305;306;104.64
1017;306;287;98.98
1018;306;288;137.45
1019;306;305;104.64
1020;306;307;109.05
1021;306;321;173.49
1022;306;322;118.67
1023;307;323;93.62
1024;308;288;140.24
1025;308;290;150.45
1026;308;307;109.66
1027;308;309;103.42
1028;308;323;144.95
1029;308;324;97.09
1030;308;325;149.60
1031;309;310;115.39
1032;310;291;106.09
1033;310;311;209.15
1034;310;326;80.83
1035;311;273;285.47
1036;311;292;99.78
1037;311;310;209.15
1038;311;312;216.27
1039;311;327;147.31
1040;311;340;237.27
1041;312;311;216.27
1042;312;341;215.44
1043;313;294;112.35
1044;313;314;110.22
1045;313;328;96.97
1046;314;294;169.93
1047;314;295;125.73
1048;314;315;101.97
1049;314;330;160.22
1050;315;296;112.74
1051;315;314;101.97
1052;315;330;96.94
1053;316;298;159.55
1054;316;315;95.88
1055;316;317;119.71
1056;317;298;97.31
1057;317;316;119.71
1058;317;331;109.00
1059;318;319;227.72
1060;318;333;127.14
1061;319;320;201.87
1062;320;304;83.85
1063;320;321;99.69
1064;320;335;92.58
1065;321;306;173.49
1066;321;322;126.48
1067;321;335;131.73
1068;322;306;118.67
1069;322;321;126.48
1070;322;336;80.96
1071;323;307;93.62
1072;323;308;144.95
1073;323;337;83.72
1074;324;308;97.09
1075;324;325;107.12
1076;324;338;121.14
1077;325;310;128.27
1078;325;324;107.12
1079;325;326;112.22
1080;325;338;168.42
1081;325;339;147.35
1082;326;325;112.22
1083;326;339;94.97
1084;327;311;147.31
1085;327;312;139.20
1086;328;313;96.97
1087;328;329;95.34
1088;329;314;79.11
1089;330;314;160.22
1090;330;315;96.94
1091;330;316;125.88
1092;330;329;129.30
1093;330;331;190.91
1094;331;317;109.00
1095;331;330;190.91
1096;331;332;111.30
1097;332;299;218.26
1098;332;331;111.30
1099;333;318;127.14
1100;333;332;104.21
1101;333;334;199.03
1102;334;319;127.70
1103;334;333;199.03
1104;334;335;193.31
1105;335;320;92.58
1106;335;321;131.73
1107;336;323;146.58
1108;336;335;216.32
1109;336;337;101.00
1110;337;323;83.72
1111;337;336;101.00
1112;337;338;101.32
1113;338;324;121.14
1114;338;337;101.32
1115;338;339;224.46
1116;339;325;147.35
1117;339;326;94.97
1118;339;340;228.65
1119;340;327;163.64
1120;340;339;228.65
1121;340;341;218.33
1122;341;312;215.44
1123;341;327;175.80
1124;341;340;218.33

ENDOFFILE
